TaskID,Input_1,Output1_1
53,13.36,65.31
53,13.9,66.49
53,14.05,65.245
53,14.18,64.85
53,14.26,65.475
53,14.3,65.48
53,14.4,65.28
53,14.44,65.845
53,14.91,65.26
53,15.07,65.21
53,15.16,63.66
53,15.18,64.52
53,15.35,64.06
53,15.39,64.325
53,15.5,62.78
53,15.91,63.775
53,16.04,64.86
53,16.16,63.715
53,16.29,64.27
53,16.41,65.42
53,16.43,64.195
57,14.780000000000001,67.1
57,14.93,66.9
57,15.22,62.56
57,15.280000000000001,63.98
57,15.36,62.94
57,15.4,62.985
57,15.46,62.22
57,16.01,63.17
57,16.12,62.67
57,16.14,62.99
57,16.25,61.8
57,16.35,61.91
57,16.44,61.22
57,17.02,62.019999999999996
57,17.14,61.09
57,17.31,61.65
57,17.35,63.955
57,17.46,61.51
57,17.87,61.04
57,18,61.56
57,18.12,61.21
57,18.27,61.815
57,18.39,64.13
57,18.98,63.58
57,19.19,62.44
57,19.330000000000002,62.11
57,19.39,61.730000000000004
57,19.96,63.06
58,14.1,71.32
58,14.14,71.43
58,14.16,69.35
58,14.33,67.19
58,14.370000000000001,66.77
58,14.41,66.44
58,14.98,66.3
58,15.06,64.74
58,15.120000000000001,64.72
58,15.14,64.72
58,15.27,65.375
58,15.31,64.465
58,15.41,64.775
58,16.02,65.04
58,16.080000000000002,64.84
58,16.13,63.83
58,16.330000000000002,64.15
58,16.4,64.285
58,17.05,64.85
58,17.09,66.29
58,17.11,64.52
58,17.32,64.7
58,17.42,67.395
58,18.07,69.78
60,12.84,71.85
60,13.01,71.47
60,13.15,73.3
60,13.72,74.46
60,13.8,74.42
60,13.86,73.91
60,14.01,72.74
60,14.15,70.86
60,14.85,68.35
60,14.97,67.33
60,15.74,68.775
60,15.790000000000001,70.2
60,16.04,71.64
60,16.12,72.85
60,16.73,68.96
60,16.79,65.73
60,17.06,67.025
60,17.73,64.59
60,17.81,64.94
68,12.620000000000001,72.11
68,13.26,68.87
68,13.39,69.42
68,13.620000000000001,70.87
68,13.66,70.29
68,14.24,67.37
68,14.41,67.16
68,14.58,67.97
68,14.64,69.52
68,14.66,67.55
68,15.25,67.5
68,15.36,67.58
68,15.42,66.83500000000001
68,15.58,67.08
68,15.65,67.61500000000001
68,17.61,70.43
71,13.19,71.85
71,13.48,67.45
71,13.620000000000001,67.985
71,13.65,68.4
71,14.11,65.46000000000001
71,14.27,66.63
71,14.36,66.47
71,14.48,66.635
71,14.61,66.83500000000001
71,14.65,65.81
71,15.11,65.17
71,15.280000000000001,65.78999999999999
71,15.36,64.8
71,15.4,63.24
71,15.610000000000001,66.24000000000001
71,15.65,65.88
71,16.13,65.71
71,16.26,65.85
71,16.38,65.92
71,16.65,66.42
77,14.05,71.41
77,14.13,74.74
77,15.05,68.39
77,15.120000000000001,66.53
77,15.700000000000001,69.26
77,15.83,67.1
77,16,65.28
77,16.1,64.45
77,16.14,65.3
77,16.54,61.565
77,16.7,62.075
77,16.79,62.185
77,16.89,62.15
77,17,60.9
77,17.1,61.135
77,17.13,64.16
77,17.2,61.18
77,17.67,63.61
77,17.71,60.07
77,17.75,60.63
77,17.88,60.349999999999994
77,17.92,59.705
77,18.03,59.765
77,18.05,61.46
77,18.57,64.2
77,18.71,64.105
77,19.05,63.51
79,11.11,82.1
79,13.08,71.13
79,13.14,70.62
79,13.25,69.44
79,14.19,66.305
79,14.290000000000001,65.83
79,14.92,67.81
79,15.21,65.89
79,15.27,65.75
79,15.3,65.38
79,16.02,63.41
79,16.3,65.79
79,16.86,69.2
79,16.95,66.2
79,17.01,65.99
79,17.26,66.75
79,17.28,66.24
79,17.37,63.5
84,11.36,99.84
84,12.34,81.74
84,12.4,79.2
84,14.08,65.74000000000001
84,14.35,65.97
84,14.41,66.63
84,15.1,64.205
84,15.120000000000001,65.35
84,15.16,64.89
84,15.31,66.05
84,15.33,63.695
84,15.39,63.88
84,15.43,64.375
84,15.47,63.805
84,16.1,63.614999999999995
84,16.12,64.06
84,16.16,61.86
84,16.29,62.03
84,16.43,63.39
84,16.47,62.405
87,11.53,67.3
87,11.620000000000001,65.85
87,12.5,62.18
87,12.620000000000001,61.28
87,13.23,60.185
87,13.39,60.33
87,13.48,58.879999999999995
87,13.6,59.739999999999995
87,13.67,59.35
87,13.76,58.495
87,14.27,59.295
87,14.31,58.935
87,14.35,57.945
87,14.44,58.480000000000004
87,14.75,58.13
87,15.27,58.99
87,15.36,58.97
87,15.47,58.43
87,16.38,58.68
87,17.28,58.650000000000006
87,17.32,58.16
87,17.59,58.385
87,17.77,58.075
87,18.02,58.66
87,18.04,58.31
87,18.14,60.67
87,18.45,57.66
87,18.77,57.85
92,12.73,81.73
92,12.82,77.18
92,12.9,78.12
92,13.11,74.02
92,13.72,77.35
92,14.030000000000001,75.12
92,14.13,74.73
92,14.780000000000001,76.24
92,14.950000000000001,77.84
92,15.01,78.82
92,15.120000000000001,74.62
92,15.68,76.02
92,15.98,72.91
92,16.12,73.55
92,16.93,76.38
92,16.98,74.18
92,17.12,74.29
94,13.09,71.43
94,13.91,66.07
94,14.040000000000001,65.42
94,14.07,70.51
94,14.200000000000001,65.5
94,14.3,65.255
94,14.870000000000001,65.79
94,14.91,68.31
94,14.98,65.3
94,15.040000000000001,64.35
94,15.11,63.8
94,15.290000000000001,67.59
94,15.32,66.01
94,15.9,63.46
94,15.96,63.47
94,16,62.9
94,16.16,63
94,16.19,64.11
94,16.21,63.085
94,16.31,64.155
94,16.9,64.23
94,16.96,63.675000000000004
94,17.080000000000002,67.50999999999999
94,17.19,63.825
94,17.21,61.745
94,17.31,66.79
94,18.04,62.91
100,14.05,73.18
100,14.84,71.12
100,14.98,70.33
100,15.05,70.09
100,15.780000000000001,72.25
100,15.870000000000001,71.37
100,15.99,72.02
100,16.07,72.19
100,16.76,72.12
100,16.990000000000002,69.81
100,17.07,68.66
100,17.77,69.53
100,17.79,69.82
100,18.04,69.1
100,18.06,70.37
100,18.7,72.91
100,19.650000000000002,75
109,11.24,81.54
109,12.24,73.48
109,13.22,71.79
109,14.27,69.32
109,15.19,68.87
109,15.27,71.29
109,16.21,66.36500000000001
109,16.28,67.82
109,17.03,66.04
109,17.21,65.595
109,17.240000000000002,68.32
109,17.28,68.47
109,17.86,68.45
109,17.93,70.18
109,18.01,68.34
109,18.28,69.05
109,18.85,71.51499999999999
109,18.97,69.965
109,19.01,71.02
114,10.96,81.65
114,11.98,71.78
114,12.98,66.71
114,13.05,66.46
114,13.74,67.21
114,13.82,66.96
114,14.030000000000001,65.66
114,14.07,64.63
114,14.09,65.16
114,14.870000000000001,65.71
114,14.93,64.53999999999999
114,15.030000000000001,63.86
114,15.07,65.305
114,15.13,64.92
114,15.85,64.67
114,15.950000000000001,66.395
114,16.03,65.95
114,16.93,69.65
121,10.15,82.31
121,10.28,82.51
121,11.22,72.565
121,11.24,72.61
121,12.030000000000001,67.31
121,12.81,66.7
121,13.99,66.6
121,14.120000000000001,66.02
121,14.18,66.58
121,14.35,64.83
121,14.43,66
121,15,66.02
121,15.08,66.09
121,15.16,66.03
121,15.39,67.71
121,15.42,66.01
124,12.200000000000001,74.6
124,13.24,72.51
124,13.96,68.7
124,14.35,66.905
124,14.94,65.54
124,14.96,65.14
124,15.02,64.62
124,15.25,65.07
124,15.35,65.55
124,16.080000000000002,64.57
124,16.25,66.455
124,16.35,65.42
124,17.01,63.620000000000005
124,17.07,64.02
124,17.26,64.33
124,17.32,64.47
124,18.2,66.295
124,19.3,65.16
127,11.200000000000001,84.59
127,13.23,71.03
127,14.040000000000001,70.84
127,14.07,71.42
127,14.13,70.39
127,14.15,69.52
127,14.23,67.42
127,14.46,64.5
127,15.040000000000001,64.35
127,15.05,63.76
127,15.09,63.87
127,15.21,62.72
127,15.22,64.36
127,15.23,62.93
127,15.34,63.97
127,15.36,64.63
127,15.52,62.56
127,15.92,63.745
127,15.99,68.09
127,16.03,63.485
127,16.07,63.81
127,16.11,63.21
127,16.19,61.765
127,16.21,62.87
127,16.34,65.705
127,16.45,64.98
127,16.48,62.96
128,10.58,79.48
128,11.22,74.2
128,11.3,71.36
128,11.57,69.38
128,12.34,65.18
128,12.4,64.94
128,12.49,64.42
128,12.57,64.32
128,12.65,64.44
128,13.22,64.68
128,13.3,64.5
128,13.450000000000001,63.54
128,13.55,61.32
128,13.74,60.78
128,13.790000000000001,61.35
128,14.200000000000001,63.1
128,14.22,61.11
128,14.39,61.86
128,14.450000000000001,60.78
128,14.51,60.65
128,14.700000000000001,60.03
128,14.77,60.025000000000006
128,15.41,61.84
128,15.48,61.06
128,15.56,62.84
128,15.71,60.45
128,15.82,60.73
128,16.31,60.17
128,16.39,60.62
128,16.46,59.76
128,16.54,61.42
128,16.73,61.65
128,16.82,60.08
128,17.19,61.35
128,17.31,66.9
128,17.38,59.86
128,17.5,60.4
128,17.650000000000002,61.39
132,11.99,74.25
132,12.05,73.72
132,13.73,66.95
132,13.75,67.78
132,14.02,65.99
132,14.120000000000001,64.94999999999999
132,14.790000000000001,64.38499999999999
132,14.85,63.31
132,15.02,66.755
132,15.120000000000001,63.38
132,15.69,63.46
132,15.81,65.29
132,15.84,64.31
132,16.04,65.58
132,16.09,62.93
132,16.8,70.19
132,16.84,64.6
132,17.150000000000002,63.66
134,12.57,66.72
134,13.24,65.82
134,13.6,63.8
134,14.21,60.86
134,14.42,61.225
134,14.620000000000001,61.935
134,15.46,59.64
134,15.540000000000001,59.93
134,15.620000000000001,59.57
134,15.700000000000001,60.585
134,16.04,60.46
134,16.19,61.14
134,16.45,59.55
134,16.55,59.94
134,16.7,59.455
134,17.19,59.835
134,17.3,59.629999999999995
134,17.45,57.88
134,17.490000000000002,59.415
134,17.53,59.97
134,17.67,59.155
134,18.22,60.125
134,18.26,60.120000000000005
134,18.42,58.83
134,18.45,60.05
134,18.51,60.28
134,18.7,59.135
134,19.26,59.185
134,19.37,58.53
134,19.43,58.295
134,19.490000000000002,59.735
134,19.56,58.3
134,19.7,58.62
136,11.64,69.4
136,11.72,69.08
136,11.84,64.25
136,12.66,66.72
136,12.73,64.23
136,12.81,63.01
136,12.89,61.39
136,13.040000000000001,60.72
136,13.540000000000001,61.27
136,13.65,61.08
136,13.71,61.52
136,13.790000000000001,60.78
136,13.82,60.92
136,13.86,60.16
136,14.07,60.75
136,14.13,60.92
136,14.52,60.94
136,14.63,60.98
136,14.71,60.96
136,14.790000000000001,60.9
136,14.83,61.62
136,14.98,60.355000000000004
136,15.07,60.64
136,15.13,60.885
136,15.74,60.155
136,15.85,59.2
136,15.89,60.17
136,15.99,59.995000000000005
136,16.15,59.64
136,16.7,60.11
136,16.84,59.765
136,17.62,59.76
136,17.81,60.144999999999996
139,10.05,75.61500000000001
139,11.01,71.87
139,11.64,67.6
139,11.99,64.89500000000001
139,12.030000000000001,64.64
139,12.13,64.85
139,12.200000000000001,64.97
139,12.620000000000001,63.95
139,13.06,62.21
139,13.07,62.13
139,13.200000000000001,60.87
139,13.790000000000001,60.995000000000005
139,13.93,60.879999999999995
139,13.99,59.64
139,14.23,59.4
139,14.72,60.99
139,14.81,61.53
139,14.89,61.105000000000004
139,14.950000000000001,60.47
139,15.01,60.82
139,15.3,60.555
139,16,59.14
139,16.71,60.19
139,16.84,60.54
139,16.92,60.36
139,17,58.525000000000006
139,17.19,61.205
139,17.32,59.165
143,13.05,73.22
143,13.19,71.675
143,13.22,74.16
143,13.85,69.96
143,13.92,69.02
143,13.93,68.62
143,14.16,67.06
143,14.26,69.61
143,14.870000000000001,64.64
143,14.99,64.39
143,15.16,67.375
143,15.26,63.87
143,15.91,64.29499999999999
143,15.99,62.41
143,16.18,62.675
143,16.240000000000002,62.7
143,16.81,64.205
143,16.98,64.38
143,17.21,65.03999999999999
143,17.29,64.42
149,14.790000000000001,60.075
149,14.82,60.345
149,14.85,59.62
149,15.700000000000001,59.33
149,15.88,60.03
149,16.05,60.36
149,16.080000000000002,59.3
149,16.17,57.445
149,16.18,57.4
149,16.56,58.375
149,16.830000000000002,59.335
149,16.9,57.6
149,17.01,57.21
149,17.080000000000002,59.769999999999996
149,17.150000000000002,57.285
149,17.16,56.88
149,17.19,57.385
149,17.56,57.65
149,17.69,59.065
149,17.88,57.385000000000005
149,17.96,57.805
149,18.03,58.67
149,18.080000000000002,60.254999999999995
149,18.67,57.925
149,18.79,57.89
149,18.88,57.82
149,18.95,56.870000000000005
149,19.02,57.489999999999995
149,19.05,57.19
149,19.13,57.22
149,19.75,58.230000000000004
149,19.96,57.185
153,13.94,67.46
153,13.96,67.29
153,14.07,65.92
153,14.19,65.2
153,14.24,62.870000000000005
153,14.280000000000001,63.260000000000005
153,14.370000000000001,64.03
153,14.72,64.86
153,14.9,63.480000000000004
153,14.950000000000001,63.43
153,15.030000000000001,62.68
153,15.05,63.325
153,15.07,63.59
153,15.22,62.89
153,15.32,64.96
153,15.36,63.24
156,12.56,63.84
156,12.59,63.55
156,13.09,63.855000000000004
156,13.19,64.215
156,13.25,63.91
156,13.280000000000001,64.21
156,13.36,63.465
156,13.39,63.53
156,13.63,62.22
156,13.69,61.84
156,14.19,62.66
156,14.22,62.83
156,14.26,63.195
156,14.41,61.77
156,14.52,61.4
156,14.61,61.475
156,14.63,61.47
156,14.69,61.69
156,15.24,60.22
156,15.3,60.025
156,15.36,59.45
156,15.57,59.760000000000005
156,15.63,59.849999999999994
156,15.72,58.805
156,16.09,60.144999999999996
156,16.240000000000002,59.5
156,16.34,59.58
156,16.39,58.98
156,16.59,59.255
156,16.62,59.41
158,12.16,73.23
158,13.16,68.61
158,13.89,68.13
158,13.99,68.13
158,14.14,67.02
158,14.16,65.7
158,14.22,67.17500000000001
158,14.83,64.91
158,14.89,64.34
158,14.99,65.48
158,15.16,64.74
158,15.25,66.83
158,15.83,66.1
158,15.98,64.12
158,16.25,63.68
158,16.98,63.23
158,17.23,64.38
163,13.49,70.01
163,13.61,68.38
163,13.780000000000001,64.93
163,13.86,66.545
163,13.89,64.86
163,14.55,64.58
163,14.780000000000001,64.18
163,14.870000000000001,63.91
163,15.450000000000001,62.78
163,15.55,61.605000000000004
163,15.72,64.07
163,15.780000000000001,62.815
163,15.94,61.7
163,16.48,60.685
163,16.52,61.81999999999999
163,16.6,60.94
163,16.73,61.1
163,16.77,62.075
163,16.81,61.760000000000005
163,16.830000000000002,60.995000000000005
163,16.87,60.465
163,16.9,59.75
163,17.42,61.45
164,16.56,67.355
164,16.85,66.59
164,16.98,64.57
164,17.02,63.04
164,17.09,61.95
164,17.5,63.84
164,17.63,63.54
164,17.73,63.46
164,17.75,63.51
164,17.77,64.29
164,17.98,61.77
164,18.02,62.16
164,18.650000000000002,62.8
164,18.73,61.565
164,18.76,61.83
164,18.98,61.555
164,19.02,61.629999999999995
164,19.490000000000002,62.23
164,19.63,61.105000000000004
164,19.740000000000002,60.769999999999996
164,19.900000000000002,60.629999999999995
164,19.990000000000002,60.21
166,12,72.29
166,13.07,67.89
166,13.69,65.7
166,14.02,65.1
166,14.11,65.93
166,14.76,63.34
166,14.99,61.81
166,15.66,61.135000000000005
166,15.74,60.9
166,15.82,60.96
166,15.99,59.905
166,16.11,60.715
166,16.87,59.56
166,16.990000000000002,60.31
166,17.1,60.7
166,17.19,59.73
166,17.56,60.22
166,17.87,58.94
166,18.19,59.77
169,13.82,66.68
169,13.88,67.65
169,13.9,67.06
169,14.6,65.37
169,14.700000000000001,65.18
169,14.74,64.89
169,14.870000000000001,64.535
169,14.89,65.61
169,15.47,65.16
169,15.56,68.75
169,15.77,64.87
169,15.97,65.28
169,16.31,63.08
169,16.56,63.33
169,16.77,63.34
169,16.87,63.835
169,16.91,64.36500000000001
169,17.56,64.72
169,17.64,64.64
169,17.81,63.875
169,17.900000000000002,65.6
169,18.52,65.39
169,18.59,65.5
169,18.82,65.23
170,12.48,76.1
170,13.48,68.30000000000001
170,13.96,73.03
170,14.07,72.88
170,14.15,69.88
170,14.23,70.4
170,14.46,67.81
170,14.5,68.41
170,14.98,70.02
170,15.11,70.87
170,15.19,68.13
170,15.22,67.96
170,15.42,67.84
170,15.5,68.63
170,15.98,70.97
170,16.15,70.26
170,16.240000000000002,71.18
178,11.96,75.65
178,12.98,73.67
178,13.72,70.005
178,13.8,69.285
178,13.84,69.76
178,14.11,71
178,14.68,70.865
178,14.76,69.61
178,14.86,70.395
178,15.68,67.245
178,15.83,67.16
178,16.03,67.37
178,16.12,67.525
178,16.73,68.99
178,16.93,69.205
178,17.02,67.99
178,17.71,68.67
178,17.77,68.95
178,17.93,68.41499999999999
181,12.18,76.26
181,13.18,70.45
181,13.75,66.61
181,13.85,67.82
181,14.06,65.32
181,14.16,66.45
181,14.19,66.53
181,14.24,66.56
181,14.59,66.86
181,14.84,64.33500000000001
181,14.94,63.46
181,15.15,64.35
181,15.19,65.25999999999999
181,15.24,64.21
181,15.77,64.935
181,15.84,65.48
181,15.9,63.715
181,16.76,64.19
181,16.8,63.005
181,16.92,63.97
181,17.11,62.095
181,17.240000000000002,61.89
181,17.8,62.675
181,17.82,63.12
181,17.88,62.44
181,18.11,62.01
181,18.78,62.775
181,18.79,61.745000000000005
181,18.85,61.875
181,19.11,61.269999999999996
181,19.89,61.855000000000004
181,19.93,62.14
186,12.8,68.97
186,12.88,68.305
186,13.16,66.64
186,13.8,69.295
186,13.84,69.78
186,13.950000000000001,71.11
186,14.22,66.17
186,14.83,66.47
186,14.870000000000001,67.97
186,14.91,67.86
186,15.14,64.25
186,15.24,65.565
186,15.83,66.75
186,15.89,67.54
186,16.14,66.32
186,16.240000000000002,65.975
186,17.14,64.975
186,18.150000000000002,64.89
189,13.81,65.42500000000001
189,13.870000000000001,65.14
189,13.950000000000001,65.85
189,14.48,65.625
189,14.59,64
189,14.86,65.13
189,14.950000000000001,64.36
189,15.450000000000001,65.12
189,15.76,63.18
189,15.860000000000001,65.05
189,15.9,64.53
189,15.96,64.04
189,16.3,63.69
189,16.45,63.959999999999994
189,16.55,64.495
189,16.64,63.15
189,16.86,62.504999999999995
189,16.96,62.47
189,17.45,63.05
189,17.47,63.01
189,17.51,63.53
189,17.61,63.35
189,17.62,62.349999999999994
189,17.64,61.94
189,17.68,61.57
189,17.8,63.245000000000005
189,17.89,62.86
189,18.48,65.03
189,18.52,65.48
189,18.62,65.55
190,11.540000000000001,69.35
190,12.530000000000001,66.1
190,12.57,67.72
190,13.07,66.00999999999999
190,13.24,65.085
190,13.32,65.01
190,13.450000000000001,64.91499999999999
190,13.530000000000001,64.24
190,13.61,65.32
190,14.08,63.695
190,14.22,64.1
190,14.47,63.43
190,14.61,65.55
190,14.67,64.58
190,15.200000000000001,64.35
190,15.31,64.39
190,15.41,63.99
190,15.6,65.03999999999999
190,15.68,63.58
190,16.18,64.58500000000001
190,16.27,64.54
190,16.48,65.12
190,16.580000000000002,65.98
190,16.62,66.22
190,17.18,65.65
190,17.27,65.86
190,17.62,67.16
190,18.19,64.975
190,18.23,65.01
190,18.32,65.525
190,18.36,65.01
190,18.400000000000002,67.2
190,18.61,66.485
195,12.280000000000001,75.58
195,13.24,73.38
195,13.3,71.7
195,14.02,66.73
195,14.08,65.84
195,14.22,67.12
195,14.290000000000001,65.36
195,14.32,65.57
195,14.35,67.185
195,14.39,68.31
195,14.91,67.06
195,14.96,67.55
195,15.08,63.349999999999994
195,15.25,64.24
195,15.35,67.06
195,15.39,64.74
196,13.47,74.59
196,13.59,70.95
196,13.9,67.52000000000001
196,14.620000000000001,64.76
196,14.64,63.15
196,14.82,63.05500000000001
196,14.89,64.02
196,14.92,63.81
196,15.540000000000001,63.615
196,15.790000000000001,64.67
196,15.81,62.54
196,15.83,61.34
196,15.91,63.18
196,15.98,62.3
196,16.580000000000002,61.155
196,16.65,61.37
196,16.75,64.07
196,16.91,61.97
196,16.97,61.36
196,17.64,62.06
196,17.76,63.44
196,17.91,62.07
201,13.17,72.4
201,13.870000000000001,69.12
201,13.93,68.79
201,14.15,66.72
201,14.18,66.96
201,14.76,65.75
201,14.83,65.22
201,14.870000000000001,65.15
201,14.91,66.47
201,15.18,65.42
201,15.790000000000001,66.56
201,15.83,66.85
201,16.18,66.505
201,16.77,69.28
201,16.88,64.12
201,17.1,64.78
201,17.19,69.3
203,13.88,62.864999999999995
203,14.05,64
203,14.09,63.06
203,14.18,62.34
203,14.68,62.61
203,14.84,62.08
203,14.870000000000001,63.3
203,14.92,61.54
203,15.02,62
203,15.13,63.305
203,15.17,61.349999999999994
203,15.610000000000001,63.07
203,15.74,63.24
203,15.8,63.64
203,15.82,62.92
203,16.12,63.38
203,17.1,61.91
203,17.72,61.730000000000004
203,17.75,62.2
203,17.77,61.715
204,13.700000000000001,70.28
204,13.74,70.69
204,13.870000000000001,68.96
204,13.91,69.54
204,14.01,68.445
204,14.040000000000001,70.11
204,14.5,68.97
204,14.66,68.225
204,14.950000000000001,66.25999999999999
204,14.97,66.96
204,15.01,68.245
204,15.040000000000001,67.435
204,15.64,65.18
204,15.75,67.8
204,15.96,66.39
204,15.98,67.99
204,16.02,67.79
204,16.64,66.12
204,16.71,66.16
204,16.73,64.73
204,16.96,66.21
204,17.05,67.42
204,17.67,65.92
210,10.24,84.93
210,10.85,75.09
210,11.24,74.71
210,12.26,69.17
210,13.200000000000001,67.22
210,13.25,63.78
210,13.96,64.485
210,14,64.295
210,14.05,64.32
210,14.35,62.7
210,14.92,63.92
210,15.07,64.13
210,15.290000000000001,63.67
210,15.35,62.61
210,15.98,62.93
210,17.2,62.155
211,11.450000000000001,93.94
211,11.51,87.82
211,12.51,82.65
211,14.14,69.86
211,14.52,69.74
211,15.23,64.1
211,15.27,65.96
211,15.540000000000001,61.44
211,15.57,61.05
211,16.32,60.65
211,16.46,60.709999999999994
211,16.61,59.834999999999994
211,17.21,60.05
211,17.42,59.675
211,17.48,59.6
211,17.62,59.49
213,14.450000000000001,74.13
213,15.13,69.86
213,15.370000000000001,69.84
213,15.44,70.71
213,16.02,68.64
213,16.09,67.88
213,16.15,67.44
213,16.21,68.67
213,16.23,69.8
213,16.31,68.195
213,16.44,69.92
213,17.02,68.97
213,17.150000000000002,67.89
213,17.17,68.01
213,17.400000000000002,68.84
213,18.19,69.22
213,19.05,69.33
215,13.32,67.52
215,13.85,66.77
215,14.370000000000001,64.92500000000001
215,14.44,64.68
215,14.96,63.685
215,15.370000000000001,62.099999999999994
215,15.43,62.465
215,16.04,60.965
215,16.12,60.2
215,16.21,59.92
215,16.29,59.98
215,16.37,59.73
215,16.45,60.215
215,16.79,61
215,16.94,60.41
215,17.04,60.025000000000006
215,17.13,60.88
215,17.2,59.37
215,17.240000000000002,59.33
215,17.38,61.625
215,17.45,60.535
215,17.96,60.61
215,18.03,60.55
215,18.05,59.935
215,18.13,59.67
215,18.2,59.1
215,18.28,59.155
215,18.38,60.495000000000005
215,19.05,61.05
215,19.18,60.41
215,19.26,63.97
222,12.99,71.97
222,13.08,68.52
222,13.14,67.72
222,14.81,66.26
222,14.83,65.295
222,15.06,66.08
222,15.16,65.11
222,15.790000000000001,65.16
222,15.85,65.21
222,15.88,65.1
222,15.96,64.91
222,16.06,66.445
